question,answer_llm,answer_orig,document
"For a big corpus with long PDFs, should I spend time building the perfect chunker first, or just start with something basic and test it?","Start with something basic and test it. Don’t spend too much time trying to build the perfect chunker upfront — iterate and measure.

A good workflow is:

1. Use a simple fixed-size chunker first
   - around 1000 tokens
   - with some overlap

2. Run a small ground-truth eval
   - check hit rate / MRR

3. Improve from there if needed
   - split documents into logical sections with an LLM
   - add short summaries per chunk
   - for structured long docs, use hybrid search (BM25 + dense)

4. Re-run the eval after each change

So the goal is measurable improvement, not a “perfect” chunker in the abstract.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What’s a good first chunking setup for long docs if I want to get an initial retrieval baseline fast?,"A good fast baseline is:

- **Fixed-size chunks of about 1000 tokens**
- **With some overlap** between chunks
- Then run a **small ground-truth evaluation** to measure retrieval quality

That’s the recommended starting point before trying smarter chunking methods.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"If my documents have clear sections, is it worth using an LLM to break them into logical chunks instead of fixed-size pieces?","Yes — if your documents already have clear sections, it can be worth using an LLM to split them into logical chunks instead of using fixed-size pieces.

The course guidance says to **iterate**, and for **smart chunking** you can “ask an LLM to split each document into logical sections, then index each section.” That can work better than fixed-size chunking, especially for structured documents.

That said, the recommendation is not to start there. Start with **simple fixed-size chunking** first, then compare against smarter chunking with a small evaluation set and see whether it improves hit rate / MRR.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Does adding a short summary to each chunk actually help search, and how would I use it in indexing?","Yes — a short summary per chunk can help search, especially for retrieval over long or dense text. In the capstone guidance, adding an LLM-generated summary per chunk is suggested as something you can **index alongside the chunk** or use to **boost retrieval**.

How to use it in indexing:
- Keep the original chunk text.
- Generate a short summary for each chunk.
- Store/index both the chunk text and the summary.
- During search, retrieve against the combined representation or use the summary as an extra signal to improve matching.

The goal is to make retrieval more accurate, not just to shorten text.

If you want, I can also suggest a simple indexing schema for `chunk_text + summary + metadata`.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial PDFs, should I rely only on dense embeddings, or is a hybrid BM25 plus dense setup better when exact wording matters?","For legal or financial PDFs, **a hybrid BM25 + dense setup is better** when exact wording matters.

The context specifically says that for **long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn’t lost during semantic matching**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What does reproducibility mean for the capstone project, and do reviewers need my API keys?","Reproducibility means a peer reviewer should be able to **clone your repo and follow your README to rebuild and run the project from scratch**, using **their own credentials**.

No, reviewers do **not** need your API keys. In fact, you should **never share API keys or hosted-service credentials** in your repository.

What to include instead:
- A script or notebook to ingest the dataset and rebuild the search index locally
- A `.env.example` file with variable names only, no secrets
- Keep your real `.env` out of git with `.gitignore`
- Use a low-cost model so reviewers don’t spend much credit
- Pin dependency versions and document the Python version

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from my repo without giving away credentials?,"Never share API keys or hosted-service credentials in your repo.

To let someone rebuild the search index from your repo without giving away credentials, do this:

- Provide a script or notebook that ingests the data and rebuilds the search index locally.
- Include a `.env.example` with the variable names only, no actual values.
- Tell the reviewer to create their own `.env` file with their own credentials.
- Add `.env` to `.gitignore`.
- Pin dependency versions and document the Python version, so setup is reproducible.

So the idea is: they clone your repo, follow the README, and rebuild everything with their own keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Should I include a .env.example file in the project, and what should go in it?","Yes — you should include a `.env.example` file.

What it should contain:
- the **variable names only**
- **no actual secrets or values**

Example:

```bash
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

Also:
- keep your real `.env` file in `.gitignore`
- have reviewers copy `.env.example` to `.env` and fill in their own credentials","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How can I make sure reviewers can run my project with their own keys instead of mine?,"Use a reproducible setup where reviewers create and use their own credentials:

- **Never commit your API keys** or hosted-service credentials.
- Add a **`.env.example`** file with the needed variable names, but no secret values.
- Tell reviewers to copy it to **`.env`** and fill in their **own keys**.
- Keep **`.env` in `.gitignore`**.
- Include a script/notebook that lets them **rebuild the data/index locally** from scratch.
- Document the setup clearly in your README.

So the reviewer should be able to clone the repo, run your instructions, and use **their own keys instead of yours**.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What do I need to pin or document so my project can be reproduced reliably?,"To make your project reproducible, you should:

- **Provide a script or notebook** that ingests the dataset and **rebuilds the search index locally**.
- Include a **`.env.example`** file with the **variable names only** and no secret values.
- **Do not commit API keys or hosted-service credentials**; reviewers should use **their own `.env`**.
- **Pin dependency versions** in `requirements.txt` or a lock file in `pyproject.toml`.
- **Document the Python version** used, and the **Docker version** too if you use Docker.

The idea is that a reviewer can **clone the repo and follow your README to recreate the system from scratch** using their own credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Do I have to use Python for the homework and capstone, or can I build everything in something like JavaScript, Go, or Rust?","In most cases, yes — you should use Python for both the homework and the capstone.

The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest and recommended path. Using another language or stack like JavaScript, Go, Rust, Java, Scala, C#, or R is technically possible, but only do that if you have a strong reason.

If you do use a non-Python stack, your documentation must be very thorough so the reviewer can reproduce it easily on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I choose a non-Python stack for the project, what kind of setup instructions do I need to include in the README?","Your README should be very thorough and include instructions to:

- install dependencies
- run the project/homework
- do this on **Windows, macOS, and Linux**

The instructions should be detailed enough that someone unfamiliar with that language or ecosystem can reproduce it from scratch. For example, for a Go project, you’d include commands like:

```bash
go mod tidy
go run .
```

Also make sure the project is easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is it okay to submit the final project in another language if I have a good reason, or will that be a problem for review?","Yes, it’s allowed to use another language if you have a strong reason, but it can make review harder.

To avoid problems, make sure your submission is very easy to reproduce and evaluate, especially if it is not Python-based. Your README should clearly explain how to install dependencies and run the project on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"What does the course expect from me if I use TypeScript, Java, C#, or R instead of Python?","If you use TypeScript, Java, C#, or R instead of Python, the course expects **much more thorough documentation**.

Specifically, you should:

- have a **strong reason** for using a non-Python stack
- make sure the submission is still **easy to reproduce and evaluate**
- write a **very detailed README**
- explain how to **install dependencies** and **run the homework/project**
- include instructions for **Windows, macOS, and Linux**
- assume the reviewer has **no knowledge** of that language or ecosystem

The course notes that Python is the easiest and preferred path because the materials and reviewer expectations are Python-based.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"How detailed should the install and run steps be so the reviewer can reproduce my project on Windows, macOS, and Linux?","The install and run steps should be **specific enough that a reviewer can clone your repo and reproduce the project from scratch on Windows, macOS, or Linux**.

In practice, that means your README should clearly explain:

- how to install dependencies
- how to set up any required environment variables
- how to build or rebuild the local index/data
- how to run the project

If you use a non-Python stack, the documentation should be **very thorough** and assume the reviewer has **no prior knowledge** of that language/ecosystem.

The context gives this example level of detail for a Go project:

```bash
go mod tidy
go run .
```

Also, do **not** include API keys in the repo. Use a `.env.example`, and let the reviewer create their own `.env`.

If you want, I can help you draft a Windows/macOS/Linux-ready README template.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where can I look at past LLM Zoomcamp capstone projects to get an idea of what people built?,"You can browse previous LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and are a good way to see the scope and quality of past projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with previous LLM Zoomcamp project submissions from 2024 and 2025?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
I’m working on the capstone—where do I find examples of earlier projects and repos?,"You can find examples of earlier capstone projects and repos here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages include submitted repositories and are a good way to understand the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can you point me to old LLM Zoomcamp projects so I can check the expected scope?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These are good references for the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Are there links for the 2024 and 2025 LLM Zoomcamp project submissions?,"Yes — here are the links for previous LLM Zoomcamp project submissions:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I have to announce or reserve my capstone project idea before I start?,No. You do not need to announce or reserve your project idea before starting.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I just pick a project topic without telling anyone first?,I don't know.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I want feedback on my project idea, should I ask in Slack?","Yes — if you want feedback on your project idea, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Is it okay if my capstone is similar to a previous project as long as I build it myself?,Yes — similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I check past LLM Zoomcamp projects to get a sense of the expected scope?,"You can check past LLM Zoomcamp projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and help you understand the expected scope and quality of capstone projects.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Can I reuse the workshop content in my own capstone project, or is it only for the class?","Yes — you can reuse the workshop content in your own capstone project. The workshop materials are open-source, and the context explicitly says you can use the content for a capstone project and even in other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Is it okay to use dlt from this workshop in other projects outside this Zoomcamp?,"Yes. Since dlt is open-source, you can use it in other projects outside this Zoomcamp, including other Zoomcamps and your own capstone projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Could I apply the workshop stuff to an MLOps Zoomcamp project, or would that be off-limits?","Yes — it’s not off-limits. The workshop materials are open-source, and you can use them directly in other Zoomcamps, including an MLOps Zoomcamp project.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open source, am I allowed to use the materials and code directly in my own work?","Since dlt is open-source, you can use the workshop content directly in your projects. The context says you can use it for a capstone project and even for other Zoomcamp projects, and you’re welcome to ask questions or use it directly in your work.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I have questions about using the workshop content in a project, should I just ask here?","Yes — feel free to ask questions about using the workshop content in your project here. The workshop is open-source, and you can use it for your own projects or capstone work.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I create a new dlt project for loading files from cloud storage into DuckDB?,"Run this command in your terminal:

```bash
dlt init filesystem duckdb
```

This will create a new dlt project for loading files from cloud storage into DuckDB. More setup details are available at [dlthub.com/docs/tutorial/filesystem](https://dlthub.com/docs/tutorial/filesystem).","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to initialize a filesystem-to-duckdb dlt project?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
I'm starting a dlt load from cloud data — how do I set up the project first?,"Start by creating the dlt project with:

```bash
dlt init filesystem duckdb
```

If you want more guidance, see the tutorial at dlthub.com.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a quick way to bootstrap a dlt pipeline that reads from the filesystem and writes to DuckDB?,"Yes: start a new dlt project with

```bash
dlt init filesystem duckdb
```

","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Where do I begin if I want to initialize dlt for a cloud file source and DuckDB destination?,"Begin with:

```bash
dlt init filesystem duckdb
```

This initializes a new dlt project for loading from a cloud file source into DuckDB.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I run `db.open_table(""notion_pages___homework"")`?","Because not all instances of `employee_handbook` were changed to `homework` in your pipeline settings.

Also, if you want to check the available tables, use:

```python
db.table_names()
```","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
What should I check if opening `notion_pages___homework` throws a `FileNotFoundError` in the dlt workshop?,"Check that you changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I changed the table name to homework, but `db.open_table(""notion_pages___homework"")` still fails — what am I missing?","You’re probably still using the old table name somewhere else in your pipeline settings.

The context says the error usually means **not all instances of `employee_handbook` were changed to `homework`**. So even if you updated one line, something else may still be pointing to the old name.

Also, make sure you’re opening the exact table that exists in the DB. You can check the available tables with:

```python
db.table_names()
```

If you want, I can help you trace where the old table name is still being used.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
How can I fix the missing table error for `notion_pages___homework` in my pipeline?,"Make sure you changed **all instances of `employee_handbook` to `homework`** in your pipeline settings. The missing table error usually means some part of the pipeline is still pointing to the old table name.

If needed, also verify you are opening the correct table:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If the name is already correct everywhere and the error persists, I don't know.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Is there a setting I forgot to update if the code still looks for `employee_handbook` instead of `homework`?,"Yes — the context says the error means you have **not changed all instances of `""employee_handbook""` to `""homework""`** in your pipeline settings.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main(), and what should I open instead?","You’re seeing that error because not all references in your pipeline/settings were changed from `employee_handbook` to `homework`, so dlt is looking for a table name that hasn’t been created.

You should open:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"In the dlt workshop homework, what table name should I use in line 3 so db.open_table works correctly?","Use:

```python
db.open_table(""notion_pages___homework"")
```

So the table name in line 3 should be `notion_pages___homework`.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"If the error says the table notion_pages___homework doesn't exist, is there a different table I need to open in the code?","Yes — according to the context, you should open:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you’re already using that and still get the error, the context says the issue is that not all instances of `""employee_handbook""` were changed to `""homework""` in your pipeline settings.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"My script fails with ""Please first call db.create_table(...)"" for notion_pages___homework — what exact table should I put in db.open_table?","Use:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If that still errors, the context says you likely still have some `""employee_handbook""` setting left in your pipeline and need to change all instances to `""homework""`.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
